site,site.code,year,date,doy,week,observer,obs.start,obs.end,tot.obs.length,weather,habitat,habitat.code,no.bees,genus,species,caste,behaviour,plant.species,resource.coll,pollen.load,pollen.collected,notes,nest.search.fl.abun,nest.search.substrate,fl.switch.1,fl.switch.1.resource.coll,fl.switch.2,fl.switch.2.resource.coll,fl.switch.3,fl.switch.3.resource.coll,fl.switch.4,fl.switch.4.resource.coll
Avery.Wash,AW,2015,21-May-15,141,2,JEO,1:35:00 pm,2:55:00 pm,80,cloudy.warm,aspen,a,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,nectar,no,,,,,,,,,,,,
Avery.Wash,AW,2015,29-May-15,149,3,JEO,4:08:00 pm,5:08:00 pm,60,cloudy.mild,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jun-15,153,4,JEO,9:35:00 am,10:35:00 am,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jun-15,153,4,JEO,9:35:00 am,10:35:00 am,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,7-Jun-15,158,5,JEO,4:08:00 pm,5:08:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,7-Jun-15,158,5,JEO,4:08:00 pm,5:08:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,7-Jun-15,158,5,JEO,4:08:00 pm,5:08:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,with mites,,,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,2:30:00 pm,3:00:00 pm,30,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,2:30:00 pm,3:00:00 pm,30,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,2:30:00 pm,3:00:00 pm,30,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,,,,,
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,2:30:00 pm,3:00:00 pm,30,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Distegia.involucrata,,yes,yes,,,,,,,,,,,
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,2:30:00 pm,3:00:00 pm,30,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Mertensia.ciliata,,yes,yes,,,,,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Lathyrus.leucanthus,,yes,,,,,,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Hydrophyllum.fendleri,,yes,yes,,,,,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Lathyrus.leucanthus,,yes,yes,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Vicia.americana,,yes,yes,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Vicia.americana,,yes,,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Lathyrus.leucanthus,,,,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,wet,w,1,Bombus,appositus,q,frg,Aquilegia.coerulea,,no,,,,,Vicia.americana,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,wet,w,1,Bombus,appositus,q,frg,Hydrophyllum.fendleri,,yes,yes,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,wet,w,1,Bombus,appositus,q,frg,Vicia.americana,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.ciliata,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,2-Jul-15,183,8,JEO+JAB,10:15:00 am,11:15:00 am,60,clear.warm,wet,w,1,Bombus,rufocinctus,q,frg,Hydrophyllum.fendleri,,yes,,,,,,,,,,,,
Avery.Wash,AW,2015,10-Jul-15,191,9,GAH+JEO,9:45:00 am,10:45:00 am,60,cloudy.mild,dry,d,1,Bombus,flavifrons,q,frg,Vicia.americana,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,10-Jul-15,191,9,GAH+JEO,9:45:00 am,10:45:00 am,60,cloudy.mild,dry,d,1,Bombus,flavifrons,q,frg,Vicia.americana,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,10-Jul-15,191,9,GAH+JEO,9:45:00 am,10:45:00 am,60,cloudy.mild,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.ciliata,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,10-Jul-15,191,9,GAH+JEO,9:45:00 am,10:45:00 am,60,cloudy.mild,wet,w,1,Bombus,flavifrons,q,frg,Helianthella.quinquenervis,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,10-Jul-15,191,9,GAH+JEO,9:45:00 am,10:45:00 am,60,cloudy.mild,wet,w,1,Bombus,appositus,q,frg,Hydrophyllum.fendleri,,no,,Switched,,,Delphinium.barbeyi,,,,,,,
Avery.Wash,AW,2015,10-Jul-15,191,9,GAH+JEO,9:45:00 am,10:45:00 am,60,cloudy.mild,wet,w,1,Bombus,appositus,q,frg,Delphinium.barbeyi,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,10-Jul-15,191,9,GAH+JEO,9:45:00 am,10:45:00 am,60,cloudy.mild,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.ciliata,,no,,Switched,,,Hydrophyllum.fendleri,,,,,,,
Avery.Wash,AW,2015,10-Jul-15,191,9,GAH+JEO,9:45:00 am,10:45:00 am,60,cloudy.mild,wet,w,1,Bombus,appositus,q,frg,Vicia.americana,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,10-Jul-15,191,9,GAH+JEO,9:45:00 am,10:45:00 am,60,cloudy.mild,wet,w,1,Bombus,rufocinctus,q,frg,Dugaldia.hoopesii,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,10-Jul-15,191,9,GAH+JEO,9:45:00 am,10:45:00 am,60,cloudy.mild,wet,w,1,Bombus,flavifrons,q,frg,Vicia.americana,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,10-Jul-15,191,9,GAH+JEO,9:45:00 am,10:45:00 am,60,cloudy.mild,wet,w,1,Bombus,appositus,q,frg,Delphinium.barbeyi,,no,,,,,,,,,,,,
Avery.Wash,AW,2015,16-Jul-15,197,10,JEO,2:05:00 pm,3:05:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Vicia.americana,nectar,yes,yes,,,,,,,,,,,
Avery.Wash,AW,2015,16-Jul-15,197,10,JEO,2:05:00 pm,3:05:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Vicia.americana,nectar,no,,,,,,,,,,,,
Avery.Wash,AW,2015,16-Jul-15,197,10,JEO,2:05:00 pm,3:05:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Vicia.americana,nectar,no,,,,,,,,,,,,
Avery.Wash,AW,2015,16-Jul-15,197,10,JEO,2:05:00 pm,3:05:00 pm,60,clear.warm,dry,d,1,Bombus,mixtus,q,frg,Dugaldia.hoopesii,nectar,no,,switched,,,Vicia.americana,,,,,,,
Avery.Wash,AW,2015,27-Jul-15,208,11,JEO,4:40:00 pm,5:40:00 pm,60,partlycloudy.warm,dry,d,1,Bombus,bifarius,q,frg,Ligularia.bigelovii,nectar,no,,,,,,,,,,,,
Avery.Wash,AW,2015,4-Aug-15,216,12,JEO,4:20:00 pm,5:20:00 pm,60,partlycloudy.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.barbeyi,nectar,no,,,,,,,,,,,,
Avery.Wash,AW,2015,4-Aug-15,216,12,JEO,4:20:00 pm,5:20:00 pm,60,partlycloudy.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.barbeyi,nectar,no,,,,,,,,,,,,
Copper.Creek,CC,2015,13-May-15,133,1,JEO,3:10:00 pm,5:00:00 pm,110,clear.warm,dry,d,1,Bombus,bifarius,q,frg+ns,Mertensia.fusiformis,nectar,no,,,,ground,Claytonia.lanceolata,,Mertensia.fusiformis,,,,,
Copper.Creek,CC,2015,21-May-15,141,2,JEO,10:20:00 am,11:45:00 am,85,mostlycloudy.warm,dry,d,1,Bombus,bifarius,q,frg,Claytonia.lanceolata,nectar,no,,,,,,,,,,,,
Copper.Creek,CC,2015,21-May-15,141,2,JEO,10:20:00 am,11:45:00 am,85,mostlycloudy.warm,dry,d,1,Bombus,bifarius,q,frg,Claytonia.lanceolata,nectar,no,,,,,,,,,,,,
Copper.Creek,CC,2015,25-May-15,145,2,JEO,1:52:00 pm,2:40:00 pm,48,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Claytonia.lanceolata,nectar,no,,,,,,,,,,,,
Copper.Creek,CC,2015,1-Jun-15,152,3,JEO,3:35:00 pm,4:35:00 pm,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,1-Jun-15,152,3,JEO,3:35:00 pm,4:35:00 pm,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,1-Jun-15,152,3,JEO,3:35:00 pm,4:35:00 pm,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Hydrophyllum.capitatum,,no,,buzzing,,,Claytonia.lanceolata,,,,,,,
Copper.Creek,CC,2015,1-Jun-15,152,3,JEO,3:35:00 pm,4:35:00 pm,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,1-Jun-15,152,3,JEO,3:35:00 pm,4:35:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,1-Jun-15,152,3,JEO,3:35:00 pm,4:35:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,1-Jun-15,152,3,JEO,3:35:00 pm,4:35:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,1-Jun-15,152,3,JEO,3:35:00 pm,4:35:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,1-Jun-15,152,3,JEO,3:35:00 pm,4:35:00 pm,60,clear.warm,wet,w,1,Bombus,californicus,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,1-Jun-15,152,3,JEO,3:35:00 pm,4:35:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Erythronium.grandiflorum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,1-Jun-15,152,3,JEO,3:35:00 pm,4:35:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Claytonia.lanceolata,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,4-Jun-15,155,4,JEO,2:27:00 pm,3:27:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,4-Jun-15,155,4,JEO,2:27:00 pm,3:27:00 pm,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,4-Jun-15,155,4,JEO,2:27:00 pm,3:27:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,4-Jun-15,155,4,JEO,2:27:00 pm,3:27:00 pm,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,4-Jun-15,155,4,JEO,2:27:00 pm,3:27:00 pm,60,clear.warm,wet,w,1,Bombus,californicus,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,4-Jun-15,155,4,JEO,2:27:00 pm,3:27:00 pm,60,clear.warm,wet,w,1,Bombus,californicus,q,frg,Erythronium.grandiflorum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,4-Jun-15,155,4,JEO,2:27:00 pm,3:27:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,4-Jun-15,155,4,JEO,2:27:00 pm,3:27:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,4-Jun-15,155,4,JEO,2:27:00 pm,3:27:00 pm,60,clear.warm,wet,w,1,Bombus,rufocinctus,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,8-Jun-15,159,5,JEO,1:20:00 pm,2:20:00 pm,60,partlycloudy.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,,,,,,,,,,,,,
Copper.Creek,CC,2015,8-Jun-15,159,5,JEO,1:20:00 pm,2:20:00 pm,60,partlycloudy.warm,dry,d,1,Bombus,rufocinctus,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,8-Jun-15,159,5,JEO,1:20:00 pm,2:20:00 pm,60,partlycloudy.warm,dry,d,1,Bombus,bifarius,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,8-Jun-15,159,5,JEO,1:20:00 pm,2:20:00 pm,60,partlycloudy.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,10-Jun-15,161,5,JEO,3:55:00 pm,4:40:00 pm,45,clear.warm,dry,d,1,Bombus,californicus,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,10-Jun-15,161,5,JEO,3:55:00 pm,4:40:00 pm,45,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,10-Jun-15,161,5,JEO,3:55:00 pm,4:40:00 pm,45,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,10-Jun-15,161,5,JEO,3:55:00 pm,4:40:00 pm,45,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,10-Jun-15,161,5,JEO,3:55:00 pm,4:40:00 pm,45,clear.warm,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,10-Jun-15,161,5,JEO,3:55:00 pm,4:40:00 pm,45,clear.warm,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,10-Jun-15,161,5,JEO,3:55:00 pm,4:40:00 pm,45,clear.warm,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,10-Jun-15,161,5,JEO,3:55:00 pm,4:40:00 pm,45,clear.warm,wet,w,1,Bombus,californicus,q,frg,Mertensia.fusiformis,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,,,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,,,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,nevadensis,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Erythrocoma.triflora,,yes,yes,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,yes,yes,,,,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,,,,,
